WID,EngWrd,HIN01
577,at the money put option/call option,बाजार भाव पर वि‍क्रय वि‍कल्प / क्रय वि‍कल्प
578,at the nil rate of duty,शून्य शुल्क दर पर
579,at variance with,से भि‍न्न
580,ATM Locator,एटीएम लोकेटर / सूचक / अन्वेषक
581,ATM migration,एटीएम सुवि‍धा अपनाना
582,atomistic economy,बहुस्पर्धी अर्थव्यवस्था
583,attach,कुर्क करना
584,attachable asset,कुर्की-योग्य आस्ति / परि‍संपत्ति
585,attached,संलग्न
586,attachment of property,संपत्ति की कुर्की
587,attachment of salary,वेतन अभि‍ग्रहण
588,attachment order,कुर्की आदेश
589,attainment of,अर्हता प्राप्त करना
591,attendant risk,अनुवर्ती जोखि‍म
592,attest,अनुप्रमाणि‍त करना
593,attestation,अनुप्रमाणन
594,attorney,अटर्नी
595,attributable profit,स्रोतजन्य लाभ
596,attrition,पलायन
597,attrition rate,पलायन दर
598,auction,नीलामी
599,auction agent,नीलामी एजेंट
600,auction house,नीलामी-घर
601,auction sale,नीलामी बि‍क्री
602,auctioneer's commission,नीलामकर्ता का कमीशन
603,audit against propriety,औचि‍त्य लेखापरीक्षा
604,audit against regularity,नि‍यमि‍तता लेखापरीक्षा
605,audit certificate,लेखापरीक्षा प्रमाणपत्र
606,audit classification,लेखापरीक्षा वर्गीकरण
607,audit enfacement,लेखापरीक्षा मुखांकन
608,audit fees,लेखापरीक्षा शुल्क / फीस
609,audit instructions,लेखापरीक्षा अनुदेश
610,audit objections,लेखापरीक्षा आपत्ति‍यां
611,audit rating,लेखापरीक्षा श्रेणीनि‍र्धारण
612,audit team,लेखापरीक्षा दल
613,audited accounts,लेखापरीक्षि‍त लेखे
614,audited and admitted,लेखापरीक्षि‍त एवं स्वीकृत
615,audited balance sheet,लेखापरीक्षि‍त तुलन-पत्र
616,auditor,लेखापरीक्षक
617,auditor's report,लेखापरीक्षक की रि‍पोर्ट
618,austerity measures,मि‍तव्ययि‍ता उपाय
619,authentic,प्रामाणि‍क
620,authenticate,अधि‍प्रमाणि‍त करना
621,authentication,अधि‍प्रमाणन
622,authenticity,प्रामाणि‍कता
623,author of a trust,न्यासकर्ता
624,authorised capital,प्राधि‍कृत पूँजी
625,authoritative text,प्राधि‍कृत पाठ
626,authority,प्राधि‍कारी (व्यक्ति)
627,authority letter,प्राधि‍कार पत्र
628,authority to draw,आहरण का प्राधि‍कार
629,authorization,प्राधि‍कार देना
630,authorization date,प्राधि‍कृत करने की तारीख
631,authorize,प्राधि‍कृत करना
632,authorized agent,प्राधि‍कृत एजेंट
633,authorized dealer,प्राधि‍कृत व्यापारी
634,authorized money changer,प्राधि‍कृत मुद्रा-परि‍वर्तक
